nombre;razon_social;tipo_sociedad;correo;id_qb;ruc;dv;nit;pago_tasa_unica;fecha_inscripcion;created_at;client_id;presidente_id;tesorero_id;secretario_id
GRUPO BUCO CORP., S.A.;GRUPO BUCO CORP., S.A.;SOCIEDADES;;773;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GRUPO CAFELCO, S.A.;GRUPO CAFELCO, S.A.;SOCIEDADES;;928;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GRUPO CHONG, S.A. 1;GRUPO CHONG, S.A. 1;SOCIEDADES;;1024;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GRUPO EPRESARIAL DON BOSCO, S.A.;;SOCIEDADES;;1262;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GRUPO K&M, S.A. 1;GRUPO K&M, S.A. 1;SOCIEDADES;;838;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GRUPO RYS INTERNACIONAL S.A.;GRUPO RYS INTERNACIONAL S.A.;SOCIEDADES;;751;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GRUPO SEDOCHI S.A.;GRUPO SEDOCHI S.A.;SOCIEDADES;contabilidad2@dsederia.com;364;;0;;;;02/11/2026 7:29;6563aa17-c346-4887-9ecc-3ac3e99f1f8e;;;
GUDICO, S.A.;GUDICO, S.A.;SOCIEDADES;;355;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
H2O, L-A, S.A.;H2O, L-A, S.A.;SOCIEDADES;javarare@gmail.com;209;;0;;;;02/11/2026 7:29;d4930a77-9704-4969-9c41-b84ca262f0e6;;;
HAKOL GROUP, S.A. 1;HAKOL GROUP, S.A. 1;SOCIEDADES;;881;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HANAGID INVESTOR LIMITADA;HANAGID INVESTOR LIMITADA;SOCIEDADES;rs@szerer.com;411;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HANSARD SERVICES, S.A.;HANSARD SERVICES, S.A.;SOCIEDADES;v.manrique503@gmail.com;413;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HAPPY OCEAN CORPORATION;HAPPY OCEAN CORPORATION;SOCIEDADES;;229;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HARDI HOLDING, S. A.;HARDI HOLDING, S. A.;SOCIEDADES;;114;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HARRYSA INVESTMENT CORP.;HARRYSA INVESTMENT CORP.;SOCIEDADES;cimports@hotmail.com;747;;0;;;;02/11/2026 7:29;c02af78b-b8d4-445c-a80e-626f054afb6d;;;
HECTOR ALFONSO GUERRA MARTINEZ;HECTOR ALFONSO GUERRA MARTINEZ;SOCIEDADES;;930;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HEKAL INTERNACIONAL CO., INC;HEKAL INTERNACIONAL CO., INC;SOCIEDADES;;73;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HELIKAZ, S.A.;HELIKAZ, S.A.;SOCIEDADES;;82;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HERNAN SALDAÃA MARTINEZ 1;HERNAN SALDAÃA MARTINEZ 1;SOCIEDADES;;917;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HEVERYOS, S.A.;HEVERYOS, S.A.;SOCIEDADES;adriana.rivera@thegpsgroup.com;442;;0;;;;02/11/2026 7:29;f9c54962-559c-4afd-85a6-c7e658835d08;;;
INVERSIONES CERCATO, S.A.S;INVERSIONES CERCATO, S.A.S;SOCIEDADES;inversionescercato@gmail.com;495;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES CHILOE, S.A.;INVERSIONES CHILOE, S.A.;SOCIEDADES;carlos.orduz@thegpsgroup.com;307;;0;;;;02/11/2026 7:29;f9c54962-559c-4afd-85a6-c7e658835d08;;;
INVERSIONES CORPORATIVAS ARI, S.A.;INVERSIONES CORPORATIVAS ARI, S.A.;SOCIEDADES;jpgaviriat@hotmail.com;415;;0;;;;02/11/2026 7:29;2b3d6215-15ef-4ca3-aad1-79e4c31d57e7;;;
INVERSIONES DE CONSTRUCCION, S.A.;INVERSIONES DE CONSTRUCCION, S.A.;SOCIEDADES;;1055;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES DE TRANSPORTE EN AMERICA;INVERSIONES DE TRANSPORTE EN AMERICA;SOCIEDADES;;923;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES EL PINAR, S.A.;INVERSIONES EL PINAR, S.A.;SOCIEDADES;;791;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES EXCELENTES, S.A.;INVERSIONES EXCELENTES, S.A.;SOCIEDADES;;842;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES HETORANA, S.A.;INVERSIONES HETORANA, S.A.;SOCIEDADES;;407;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES IFPM, S.A.;INVERSIONES IFPM, S.A.;SOCIEDADES;;1074;;0;;;;02/11/2026 7:29;2c809255-a9bb-4215-813c-29dc4819d080;;;
INVERSIONES IGUANA SURF & GOLF, S.A.;INVERSIONES IGUANA SURF & GOLF, S.A.;SOCIEDADES;seth@horizonnicaragua.com;802;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES INTERNACIONALES TORRES, S.A 1;INVERSIONES INTERNACIONALES TORRES, S.A 1;SOCIEDADES;;771;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES KAMASERA, S.A.;INVERSIONES KAMASERA, S.A.;SOCIEDADES;;255;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES MAOLON CORP.;INVERSIONES MAOLON CORP.;SOCIEDADES;;157;;0;;;;02/11/2026 7:29;99ffed0b-1b3a-4410-957c-69afd1447341;;;
INVERSIONES MARED;INVERSIONES MARED;SOCIEDADES;eduardousr@yahoo.com;512;;0;;;;02/11/2026 7:29;0c9a8b58-7105-4720-afc0-ea25dc0e6cae;;;
INVERSIONES ORIENTAL CENTRAL, S.A.;INVERSIONES ORIENTAL CENTRAL, S.A.;SOCIEDADES;;962;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES PARQUE DEL ESTE K33,SA.;INVERSIONES PARQUE DEL ESTE K33,SA.;SOCIEDADES;;1042;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES PLASTIBOL, S.A.;INVERSIONES PLASTIBOL, S.A.;SOCIEDADES;;1000;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES REIX, S. A.;INVERSIONES REIX, S. A.;SOCIEDADES;samuel_vainberg@yahoo.com;190;;0;;;;02/11/2026 7:29;aee5cd66-e2fd-4a07-a4e2-328045ce143f;;;
INVERSIONES RIVADAVIA, S.A.;INVERSIONES RIVADAVIA, S.A.;SOCIEDADES;nacora@calipso.com.co;1069;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES RONCE, S.A.S.;INVERSIONES RONCE, S.A.S.;SOCIEDADES;;846;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES SAN FRANCISCO ENTERPRISES S;INVERSIONES SAN FRANCISCO ENTERPRISES S;SOCIEDADES;carlos.orduz@thegpsgroup.com;553;;0;;;;02/11/2026 7:29;c5664f81-8655-47b0-9fce-07a7ed086802;;;
INVERSIONES SAN MIGUEL;INVERSIONES SAN MIGUEL;SOCIEDADES;;986;;0;;;;02/11/2026 7:29;ee6d8a84-7f4d-433f-aa4a-20451970d409;;;
INVERSIONES SMIZEL, S.A.;INVERSIONES SMIZEL, S.A.;SOCIEDADES;gpz@lewiserv.com;913;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES TRAMTRUC, S.A.;INVERSIONES TRAMTRUC, S.A.;SOCIEDADES;eduardousr@yahoo.com;183;;0;;;;02/11/2026 7:30;0c9a8b58-7105-4720-afc0-ea25dc0e6cae;;;
INVERSIONES VISTA LINDA, S.A.;INVERSIONES VISTA LINDA, S.A.;SOCIEDADES;;853;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERSIONES YOSI, S.A.;INVERSIONES YOSI, S.A.;SOCIEDADES;contabilidad2@dsederia.com;616;;0;;;;02/11/2026 7:30;6563aa17-c346-4887-9ecc-3ac3e99f1f8e;;;
INVERSIONISTAS DE CONSTRUCCION, S.A.;INVERSIONISTAS DE CONSTRUCCION, S.A.;SOCIEDADES;;759;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVERYIDDI, S.A. 1;INVERYIDDI, S.A. 1;SOCIEDADES;;416;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
INVEST LAND & CONSULTING GROUP CORP.;INVEST LAND & CONSULTING GROUP CORP.;SOCIEDADES;;267;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
IPNETWORK, S.A. 1;IPNETWORK, S.A. 1;SOCIEDADES;;1036;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
ISD FOUNDATION;ISD FOUNDATION;SOCIEDADES;;365;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
IVONAT, S.A. 1;IVONAT, S.A. 1;SOCIEDADES;;968;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
J PINTUEXPRESS, S.A. 1;J PINTUEXPRESS, S.A. 1;SOCIEDADES;;777;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JAIME TUPPER;JAIME TUPPER;SOCIEDADES;;903;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JAL INVERSIONES, S.A.;JAL INVERSIONES, S.A.;SOCIEDADES;contabilidad2@dsederia.com;626;;0;;;;02/11/2026 7:30;6563aa17-c346-4887-9ecc-3ac3e99f1f8e;;;
JALAN CORPORATIO, S.A.;JALAN CORPORATIO, S.A.;SOCIEDADES;;831;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JALUDIAL,S.A.;JALUDIAL,S.A.;SOCIEDADES;;68;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JELMIX CORPORATION;JELMIX CORPORATION;SOCIEDADES;sanmar1@une.net.co;288;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JI SHENG CHEN;JI SHENG CHEN;SOCIEDADES;;380;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JI SHENG CHEN 1;JI SHENG CHEN 1;SOCIEDADES;;841;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JIDU,  S.A.;JIDU,  S.A.;SOCIEDADES;;316;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JOAQUIN ELIECER DE LA TORRE VILLARREAL;JOAQUIN ELIECER DE LA TORRE VILLARREAL;SOCIEDADES;;972;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JOMALI, S.A.;JOMALI, S.A.;SOCIEDADES;llianaesquenazi@gmail.com;1102;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JORAEL, S.A.;JORAEL, S.A.;SOCIEDADES;;725;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JORGE LUIS ESPINOSA;JORGE LUIS ESPINOSA;SOCIEDADES;;1033;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JUAN CAMILO ROMEO ANZOLA;JUAN CAMILO ROMEO ANZOLA;SOCIEDADES;;954;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JUCARE COMPANY, S.A.;JUCARE COMPANY, S.A.;SOCIEDADES;cvargas798@gmail.com;552;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
JUCARRES, S.A.;JUCARRES, S.A.;SOCIEDADES;mpalma@ancori.com;1268;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KAINJI TRADING CORP.;KAINJI TRADING CORP.;SOCIEDADES;auditadvisor@gmail.com;620;;0;;;;02/11/2026 7:30;b7616e2d-68a5-48c8-a4db-6352225d7773;;;
KALARA, S.A.;KALARA, S.A.;SOCIEDADES;rami@ekazipper.com;80;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KAPPA MANAGEMENT, INC.;KAPPA MANAGEMENT, INC.;SOCIEDADES;;133;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KAUF SILBER INC;KAUF SILBER INC;SOCIEDADES;fuertes.lopez.nicole@gmail.com;902;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KEIYU MOTORS, S.A.;KEIYU MOTORS, S.A.;SOCIEDADES;liliana.mendoza@fcbyfauci.com;335;155668128-2-2018;0;;15 Enero;;02/11/2026 7:30;a59bc1db-fa96-4233-884b-4ef351e9174f;;;
KIDZMUNDO, S.A. 3;KIDZMUNDO, S.A. 3;SOCIEDADES;;919;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KIMBUT, S.A.;KIMBUT, S.A.;SOCIEDADES;moises.sasson.c@gmail.com;89;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KIMERA RESEARCH CORP;KIMERA RESEARCH CORP;SOCIEDADES;fuertes.lopez.nicole@gmail.com;938;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KING CARGO, S.A.;KING CARGO, S.A.;SOCIEDADES;;1129;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KING'S ENTERPRISES NV INC.;KING'S ENTERPRISES NV INC.;SOCIEDADES;roy.kartaram@kings.sr;214;;0;;;;02/11/2026 7:30;4b50e820-3117-477a-bfc5-60d1bf02473c;;;
KIRSHOM CORPORATION;KIRSHOM CORPORATION;SOCIEDADES;;257;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KODARA FOUNDATION;KODARA FOUNDATION;SOCIEDADES;ikhouda@yahoo.com;383;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KOMOTA, S.A.;KOMOTA, S.A.;SOCIEDADES;anamago99@gmail.com;1093;;0;;;;02/11/2026 7:30;0638baf6-dae2-4615-8970-a6ae2f9ae769;;;
KONDRAL CORPORATION;KONDRAL CORPORATION;SOCIEDADES;;94;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KRISTALL AMEICAS CORP.;KRISTALL AMEICAS CORP.;SOCIEDADES;;421;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KUNDERA, S.A.;KUNDERA, S.A.;SOCIEDADES;;1101;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
KYS NYM, S.A.;KYS NYM, S.A.;SOCIEDADES;sofias@koscolombia.com;607;;0;;;;02/11/2026 7:30;6521dd75-5856-41b5-afde-97414dd186bf;;;
L.A.PRODUCTOS, S.A.;L.A.PRODUCTOS, S.A.;SOCIEDADES;;1096;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
LABORATORIOS PRIETTO, S.A.;LABORATORIOS PRIETTO, S.A.;SOCIEDADES;;897;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
LABORATORIOS RIGAR;LABORATORIOS RIGAR;SOCIEDADES;;812;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
LAG CONSULTORES, S.A.;LAG CONSULTORES, S.A.;SOCIEDADES;;324;;0;;;;02/11/2026 7:30;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
LAKE VIEW SERVICES, S.A.;LAKE VIEW SERVICES, S.A.;SOCIEDADES;d.angel121@gmail.com;944;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
LALZ ENTERTAIMENT, S.A.;LALZ ENTERTAIMENT, S.A.;SOCIEDADES;;511;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
LAMPA PRODUCTS;LAMPA PRODUCTS;SOCIEDADES;;266;;0;;;;02/11/2026 7:31;ba600d19-adec-4b77-a988-39abd9a4e5f1;;;
LATAM PLAST S.A.;LATAM PLAST S.A.;SOCIEDADES;panaplast.pe@hotmail.com;695;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
LATAM SION COPR.;LATAM SION COPR.;SOCIEDADES;jfresco@kalomai.com;973;;0;;;;02/11/2026 7:31;6fee7d9f-39a6-4ef4-b049-e3e108f755a0;;;
LAVERY PANAMA, S.A.;LAVERY PANAMA, S.A.;SOCIEDADES;;804;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MARIO ISAAC DE LEON BALLESTEROS;MARIO ISAAC DE LEON BALLESTEROS;SOCIEDADES;;951;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MARKETING FINANCIAL & BVI;MARKETING FINANCIAL & BVI;B.V.I.;;77;;0;;;;02/11/2026 7:31;0758f781-1f5d-4128-819e-6399e4dba6a7;;;
MASAKALI, S.A.;MASAKALI, S.A.;SOCIEDADES;masakalicorp@gmail.com;392;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MASTER PACIFICO / MRE INTERNACIONAL;MASTER PACIFICO / MRE INTERNACIONAL;SOCIEDADES;;918;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MASTER RUGS COLLECTIONS, S.A.;MASTER RUGS COLLECTIONS, S.A.;SOCIEDADES;estherzbedaa@gmail.com;535;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MAXIA INC;MAXIA INC;SOCIEDADES;ktorres@ancori.com;871;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MAXIS TECHNOLOGY DEVELOPMENT, INC.;MAXIS TECHNOLOGY DEVELOPMENT, INC.;SOCIEDADES;elsospe@hotmail.com;129;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MDL - WORKERS CORPORATION;MDL - WORKERS CORPORATION;SOCIEDADES;;327;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MDM SECURITIES INC;MDM SECURITIES INC;SOCIEDADES;;423;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MDM SECURITIES INC 1;MDM SECURITIES INC 1;SOCIEDADES;;922;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MDS-C INVESTMENTS, INC.;MDS-C INVESTMENTS, INC.;SOCIEDADES;;138;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MEGAPET CORP. 1;MEGAPET CORP. 1;SOCIEDADES;;948;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MERCANTIL BANCO CHIRIQUI;MERCANTIL BANCO CHIRIQUI;SOCIEDADES;;755;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
DAYENU CORPORATION;DAYENU CORPORATION;SOCIEDADES;reissalan@outlook.com;1113;;0;;;;02/11/2026 7:31;99ebb615-9f2d-45a0-8e48-14173552b0ac;;;
EQUIBAL, S.A.;EQUIBAL, S.A.;SOCIEDADES;;1270;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
OPERADORAS DE SERVICIOS ALTERNOS, S.A.;OPERADORAS DE SERVICIOS ALTERNOS, S.A.;SOCIEDADES;;1269;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MERCANTIL EMPRENDEDOR, S. A.;MERCANTIL EMPRENDEDOR, S. A.;SOCIEDADES;;173;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MERCANTIL SERVICIOS DE INVERSIONES S.A.;MERCANTIL SERVICIOS DE INVERSIONES S.A.;SOCIEDADES;;867;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MESCO MINGA EQUIPMENT & SUPPLYCO. INC;MESCO MINGA EQUIPMENT & SUPPLYCO. INC;SOCIEDADES;;187;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
METRO CONCRETO PANAMA, S.A. 1;METRO CONCRETO PANAMA, S.A. 1;SOCIEDADES;;850;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
METZOA INVESTMENTS, S.A.;METZOA INVESTMENTS, S.A.;SOCIEDADES;adriana.rivera@thegpsgroup.com;310;;0;;;;02/11/2026 7:31;f9c54962-559c-4afd-85a6-c7e658835d08;;;
METZUIAN, S.A.;METZUIAN, S.A.;SOCIEDADES;moises.sasson.c@gmail.com;30;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MEYAL FOUNDATION;MEYAL FUNDATION;FUNDACIONES;sigifredito@hotmail.com;549;25049508-3-2022;20;COHENRICHA2025;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MGN ENTERPRISE INC;MGN ENTERPRISE INC;SOCIEDADES;mauriciognovelli@gmail.com;835;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MIDGARD FOUNDATION;MIDGARD FOUNDATION;FUNDACIONES;nemojamri@yahoo.com;425;;0;;;;02/11/2026 7:31;dd8dc3d1-18a2-4b76-8a59-efcfb205d6f3;;;
MILENIUM CASH, S. A.;MILENIUM CASH, S. A.;SOCIEDADES;oalmanza@elpenon.pa;46;;0;;;;02/11/2026 7:31;a6400455-2ba0-42be-a7d0-753cec885719;;;
MISCO, S.A.;MISCO, S.A.;SOCIEDADES;msassonc@gmail.com;22;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MISMO BARCO, S.A.;MISMO BARCO, S.A.;SOCIEDADES;;519;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MLS REAL ESTATE CORP.;MLS REAL ESTATE CORP.;SOCIEDADES;saldarriagajp@outlook.com;517;;0;;;;02/11/2026 7:31;8e8cc3bc-006d-4257-b999-4b0bbe14155c;;;
MODER CART INT., INC.;MODER CART INT., INC.;SOCIEDADES;;1005;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MODI, S.A.;MODI, S.A.;SOCIEDADES;;1087;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MOEL CORP.;MOEL CORP.;SOCIEDADES;;1090;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MOILESA CORP. 1;MOILESA CORP. 1;SOCIEDADES;;1088;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MOISES DAVID COHEN MUGRABI 2;MOISES DAVID COHEN MUGRABI 2;SOCIEDADES;;745;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MONICA GOMEZ;MONICA GOMEZ;SOCIEDADES;mokkaina@yahoo.com;1083;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MORITZ BEOLA, S.A.;MORITZ BEOLA, S.A.;SOCIEDADES;eduardo.gallego@coleycolegal.com;473;;0;;;;02/11/2026 7:31;210baa19-9a0a-46b7-bbf4-25a6578623d3;;;
MORITZ CONSULTANTS, INC;MORITZ CONSULTANTS, INC;SOCIEDADES;eduardo.gallego@coleycolegal.com;514;;0;;;;02/11/2026 7:31;210baa19-9a0a-46b7-bbf4-25a6578623d3;;;
MOSUS, S.A.;MOSUS, S.A.;SOCIEDADES;;175;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MSH GROUP, S.A.;MSH GROUP, S.A.;SOCIEDADES;;450;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MSH GROUP, S.A. 1;MSH GROUP, S.A. 1;SOCIEDADES;;885;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MTEK CORP.;MTEK CORP.;SOCIEDADES;;357;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MULTIMODAL LOGISTICS Z.L;MULTIMODAL LOGISTICS Z.L;SOCIEDADES;;458;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
MULTIVARIOS PANAMA, S.A.;MULTIVARIOS PANAMA, S.A.;SOCIEDADES;;936;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
NABAD, SAS;NABAD, SAS;SOCIEDADES;;708;;0;;;;02/11/2026 7:31;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
NATAL INVERSIONES, S.A.;NATAL INVERSIONES, S.A.;SOCIEDADES;contabilidad2@dsederia.com;628;;0;;;;02/11/2026 7:31;6563aa17-c346-4887-9ecc-3ac3e99f1f8e;;;
NATHAN FOODS CORPORATION 1;NATHAN FOODS CORPORATION 1;SOCIEDADES;;995;;0;;;;02/11/2026 7:32;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
NATHAN FOODS, S.A.;NATHAN FOODS, S.A.;SOCIEDADES;;779;;0;;;;02/11/2026 7:32;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
NATIVAS COMPANY, S.A.;NATIVAS COMPANY, S.A.;SOCIEDADES;ktorres@ancori.com;1257;;0;;;;02/11/2026 7:32;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
